body,time,hash,location,title
"Horny for discreet fun with a Hispanic guy. Not out and just looking for some hot fun. Into finding and masculine hung Latino. Clean and safe play.",12/22/17,ba8b6ace98d8c276ee9b2b18ddd94377,raleigh,"Any Latino Looking? - m4m - missed connections"
"I'm looking for someone (Possibly named Sarah) whose number starts with three zero five, eight nine eight. Give me the last four digits of her number, I'll know if you're right or not.I believe Sarah is from New York, but I could be wrong. I believe she's in her mid to late twenties.She and I chatted once, but I don't believe I saw her face.",12/22/17,b9a29d152f3c416602b546e9c95b3c01,newyork,"Do you know Mystery Sarah? (Or different name) - m4w - missed connections"
"Lost my weekend girlfriend!! Need a replacement..",2019-05-27,6a37639cd62a0d7bb8d87988b3cafa46,raleigh,"Lost weekend girlfriend - missed connections"
"We see each other on the downtown 2/3 train almost every morning.  We always exchange smiles at each other and touch each other's hand when holding on to the bars.  It makes the both of us quite 'happy'.  I can never get up the nerve to give you my number.  Hit me up!  Let me know what stop I get on.",12/22/17,5aa832b0902d603501106742ca2c9323,newyork,"Downtown 2/3 Train - m4m - missed connections"
"Dawn we never met but I'm the guy who was holding the sign up for your friend that day . Tell her if she is not reading this that I think of her every day if this get to the right person u will know who I am",12/22/17,6657b679f6f53f6839fb73f9b5c36ee4,raleigh,"If ur name is dawn or u know a dawn read this - m4w - missed connections"
"Not looking to have a conversation. Need to make a quick 40 mullas. Or party. Will leave to you.Text me (929)Right now (281)Right here (8845)Do not waste my time.",12/22/17,1e6d97ae54275b1eca925e8a1f0aa835,newyork,"Looking for head (40) - m4m - missed connections"
"Shopping yesterday in aisle then saw outside as driving away.wanted to talk and get together",12/22/17,c160458bdff9d77bd81589a677814230,newyork,"Walmart - m4w - missed connections"
"Visiting a Michael's isn't exactly my idea of fun, but getting to meet you today was a pleasant surprise. You were chatty without being overbearing, engaging, obviously intelligent and articulate, and 100% charming. While we only had a brief moment to chat, it was memorable enough to make me want to write this post in hopes of getting to know you a bit better. At the very least I wanted to tell you how much I appreciated the smile you brought to my face. Thank you for that.",12/22/17,b8c31536b61b42d1876046f521d753b3,raleigh,"Marissa - Michael's by Southpoint - m4w - missed connections"
"I saw u working today when I came in..you was beautiful thin and so sweet ..i could not keep my eyes off you and u cault me looking at you a few times ..im sorry your smile got to me ..i hope u see this .thank you u made my day ..id love to take u to dinner or just walk in the park to get to know you ..ps I'm the muddy white guy lol",12/22/17,304db5b5ff652d1e53848aacfdcf53f8,raleigh,"McDonald's - m4w - missed connections"
"I'm Phil...hoping for a push in the right direction, an introduction. I live in La Crosse, WI, not exactly middle aged nor am I a kid. I can't exactly move to the East Coast, I have responsibilities right here. I'm sure there are a number of people who've decided on their start just for the idea of making ends meet. What is acting but make believe, or making others believe. I guess I'll start here, not throwing money into it, a falling into a scam would be most likely. No, what I'll do is hope this gets put in the right hands, thanks...",12/22/17,e747cb111a0759f7294859306c820150,newyork,"Interested In The Movies... - m4m - missed connections"
"My friends and I asked you if the cover to that bar was worth it and you said, not really. my male friend and your male friend were sort of friendly fighting as you waited for your ride. your friend was cold and you gave him the shirt right off your back. It ripped and you laughed and I just thought, I'd like to kiss this man for a very long time. But we didn't.",12/22/17,3e389858d597a6825ce9f15a204e0b83,pittsburgh,"Saturday, 12/16, we didn't kiss - w4m - missed connections"
"I am a little embarrassed to post here but I just can't think of any other way to do it. I'm doubting you will see this but at least I tried! You sat 2 seats down from me and we spoke just as we were leaving. You had such a great smile and a pleasant demeanor. I froze and turned shy which isn't like me. I should have introduced myself but I missed the moment. Let me know who I was with (this should be easy) and if you remember what I was wearing. Also, please tell me who you were with. If you're interested, it would be nice to have a proper introduction over a cup of coffee. Merry Christmas. :)",12/22/17,7dcfd33b7e3596591296f2ed4d00cdcc,raleigh,"Missed a chance at Virlie's - w4m - missed connections"
"You always catch my eye...make the scenery all the more appealing. Just floating this out into the universe....",12/22/17,df4d3472231ff400aac2362d0c88ec19,pittsburgh,"Beautiful camouflage at Primantis - m4w - missed connections"
"I was lost in your town and you have me directions. We talked for a while and wished each other Merry Christmas . I would like to talk more to you and maybe become friends. I didn't say what town we were in so you tell me where we met.",12/22/17,ecff4924cff532b0564f28a1115ed242,pittsburgh,"Beaver county mail carrier - m4w - missed connections"
"they say niggers are weak and stupid. thats why white people eat them for lunch. you saw me get jumped on the sidewalk  and go ahead and beat the fuck out of my assailant. you dumb ass NIGGER BOY stood there and filmed and didn't try to help. guess thats why white people rule over you NIGGER. because niggers are too weak and worthless to be of any help to anyone. next time ill kick your NIGGER ass mother fucker. you filmed it. come find me NIGGER. Thank god there are still strong and brave white men like me out there to take care of business. While scared niggers film I kick ass. Maybe niggers should just act like white men? No. Too weak and stupid. That's why civil rights are over in this country now, you lost the fight because you weren't man enough to step up.",12/22/17,782bc6a42f50b4e553d89314af4c6132,newyork,"Stupid Nigger Delivery Guy witnessed assault 12/20 - m4w - missed connections"
"It was good to see you, you look great. I wish I could have stayed longer. I still wonder about it. If you do too let me know what time I saw you today",12/22/17,f6c4ba0004f557ee9256144553632f3d,raleigh,"It was good to see you - m4w - missed connections"
"Megan, It's been a while since we spoke and I miss seeing you! Your smile is captivating and I always look forward to seeing you. I think u are so pretty and I would love it if you got back in touch :)",12/22/17,a5f82ef036f7f3a808d819ed954328d2,raleigh,"Megan Greene! - m4w - missed connections"
"I have travelled all over the country and no location holds a candle to the Big Beautiful Women on Long Island.  I am proud to live here among all the beauty!  I also know how to treat a female so she feels like a million.  I would love to meet a non smoking female of any age or race.",12/22/17,09644f1dd886d04d7f5ef3c43b90a8c7,newyork,"Any Big Beautiful Women Out There? - m4w - missed connections"
"...right this moment in fact, we were starting something great. Miss you, Koala. Merry Christmas.",12/22/17,845fe274f516d4454905ae60833d0a41,newyork,"One year ago tonight... - m4w - missed connections"
"I saw you walk into Caraluzzi's Bethel Food market on Wednesday Nov 15th mid-afternoon, was instantly captivated, and can't stop thinking about you. I regret not making contact (including by the coffee), and hope to see you again soon. Please reply if you've read this.",12/22/17,4d6adc51ffe8410c780fc457ff4ca57c,newyork,"Beautiful Woman in Bethel CT - m4w - missed connections"
