"location","body","time","title","hash"
"raleigh","we met pre-covid for a workout. me in my late 20's, you in your early 40's...we bated all night and you were very verbal and enjoyed bringing me down several levels.  you still there? i got masks and a bit of rage this time...","2020-09-13","Miss our workout - missed connections","551574472a6d7599accf04ed4098132d"
"raleigh","Cutest guy I've seen in awhile. I wish I could take a ride with you in your Jeep...Only interested in this particular guy, so only reply if : A) You drive a Jeep and B)You were at Starbucks this afternoon. Put the Starbucks location as your heading-only opening the replies with the correct location.","2020-09-13","Cute guy today at Starbucks - missed connections","adb2f5edb12cdc81cd80f007a1e1da6c"
"newyork","Looking for a guy that is bored or lonely and would appreciate random photos and chats throughout the day just for fun nothing seriou.put fun in subject line.Text Me","2020-09-13","52 years biggg mother............!!!!!! - missed connections","7bd36c8666d11d98fbeb9bf25b310ac7"
"raleigh","Im a guy looking for an older guy to hang out with this afternoon/evening.","2020-09-13","Outside - missed connections","eae3ef9e4350dcd276644a87e7606103"
"pittsburgh","all woman looking for male plumber","2020-09-13","clogged pipe - missed connections","63d62aade09a371bc6d4a68277f42257"
"raleigh","Remember Missed Connections before the pandemic? When it was heavier on actual missed connections and the entries laden with depravity weren\u2019t part of the norm? Back when a female who caught the eye of a male runner near the library in Wake Forest, she or he could reach out and they potentially could connect with each other?","2020-09-12","Encounter near Wake Forest Library - missed connections","838eda0593283220506411b084e8b697"
"raleigh","You are a mid 30s to early 40s attractive woman with dark hair and an athletic body.. I am a mid 40s, extremely muscular man, 5'11' 245lbs. We have seen each other several times and made long eye contact. I have decided next time I see you I will approach you. But as it would be i haven't seen you in weeks. Where did you go?","2020-09-12","I am a Bodybuilder in Harris Teeter - missed connections","1e297406b92ed2e9d786fe333eaab751"
"raleigh","Looking for a fun time willing to drive or host let me know if your down send me a pic of you or your goods and let\u2019s go from there","2020-09-12","Male seeking male or female - missed connections","edc386a342cfb94977ea44316d557c31"
"newyork","its was in the afternoon(wednesday 8/27 around 5pm).. you was delivering my package you dropped it to by my door. I heard it and went to open the door & You was handling other packages in your hands and you just stopped in your tracks and we shared a small chit chat.. you took my number but i don\u2019t think you remembered it when you got back to your vehicle\u2026 if by some chance you find this what did i call you that your sister calls you too? would gladly want to connect","2020-09-12","Delivering Detour - missed connections","b2f2e834a5cf220117ecebecce61d797"
"raleigh","I'm not the guy you talked to. Just wanted to agree that some of the college guys working at the local grocery stores (Apex, Cary, Holly Springs)  are nice.","2020-09-12","RE: Grocery Store Bagger - missed connections","e105edc01d6a2ae8238b55bfd14dddc1"
"newyork","\u25ba9two9 3nine3 one9five5\u25baIf you need your pipes \u25baserviced drop me a line","2020-09-12","PiAe CleAner \u2763AvailAble all Nnight\u2763 - missed connections","7e684bdcb03edb215822951e8cd4bddc"
"newyork","Hi ! I'm a 39 years old female , looking for a male in his 30 to 65 ish who knows how to treat a woman . I love having a good time , hate drama . I do work and have a pretty busy life but I'm looking to add to it in a good way, I have a unique situation and hope u can understand . I'm lonely and crave passion and happiness. I would love to -","2020-09-12","Unique Enjoyful 39 years M000M.. - missed connections","06ae42f2af8683735f819ea19c0e6e74"
"pittsburgh","I'm a 52 year old female seeking a male for fun this morning maybe more & night , please feel free to message me. Will send pics upon request.send your number ........","2020-09-12","52 year Old Female Seeking to day & night - missed connections","55675d5cb88d79ffaedb76fae23b2f80"
"raleigh","M 23 looking to get wood worked","2020-09-11","Need somone who can work wood - missed connections","abbbf2ac9a39ad580a7d6032f8693a1c"
"raleigh","You were the pretty nurse in front of me at Dunkin Donuts the other day, with a white bow in your hair. You forgot your mask :)I wanted to talk to you as we were parked beside each other, but they took too long with my coffee and you drove away! You were driving a dark blue VW convertible with a beige top.Would love to meet for coffee again!!","2020-09-11","Nurse at Dunkin Donuts (Glenwood) - missed connections","e718b6c75a2ae259a2a62ee508d57781"
"pittsburgh","Looking for fun will drain ur vain I\u2019m 59mwm. Car will b ok. I\u2019m in pantys","2020-09-11","Kammerer - missed connections","5cc2347ccc0cd5b0fe85ee2b7d17cc3e"
"newyork","Good Evening Precious,M,You Win.R.","2020-09-11","For you - missed connections","6cf74ac461f853602440ecf67608b459"
"newyork","X Looking for an athletic guy during days. White female with brown hair and eyes. Let me relieve your stress  ... .G-MAlL me contact\u00a0'fastbabe33'","2020-09-11","Let me relieve your stress Looking for an athletic ,,,,,,,GUY -...","6369736989a1daf1d219ab29e23886cb"
"newyork","Average build 27 yo male in town for 2 weeks looking for a female or passable CD to tease me in public (u*sk*rt, whaletail, seethrough, etc) possibly leading to us hanging out. I\u2019m willing to reciprocate the teasing if you tell me what you want. Race and body type unimportant, but age 18-55 required. Put tease in the subject line to weed out spam.","2020-09-11","In town for 2 wks and looking - missed connections","010b1d2b3f16bea113572369f7301a85"
"pittsburgh","We were both shopping and you let me ahead of you in line. I was buying pots, and we chatted for a brief moment. I wish I would have said more but everything is so weird these days...","2020-09-11","Beautiful woman at TJ Maxx - missed connections","3cea298e6413852a24342118fca9ddde"
"newyork","\u2665Soft and cute Prefer to take aload or too. Wants\u2665~~~\u2665to be serbed by man that knows his place\u2665~~~~~~~~~~~\u2665CallMe9one7 6two4 50nine2\u2665~~~~~~~~","2020-09-11","HoOkup deSCreet \u2665woMan the freakiest tHIng\u2665 - missed connections","3f42b6b13fdcf81373a351829de8d0a7"
"raleigh","Hey we talked about Jojo's, you were cute n cool. Where were we?","2020-09-11","Jojo's - missed connections","864901bbb8236aa88e1abe96883d0320"
"pittsburgh","Hey guys....im a guy who move to New Ken a few months ago.  When i moved in, there was a pretty big empty hole in my living room.    i need help filling the hole.   I'm pretty open about who can help me fill it.   come help me fill my hole.   Again, the hole is deep and needs filled.   I'll take any help I can get","2020-09-11","just a hole needing filled - missed connections","d7554930307c9022641564addd9dae25"
"pittsburgh","Surprised to find that the devil needed an umbrella too.","2020-09-10","MP it looks like rain again - missed connections","3675a1a8ca18bc1807a7a2f019664dd5"
"raleigh","Met up with you both a few times and had MFM fun near the airport. Would like to do a repeat again. Latin couples++","2020-09-10","looking for that fun couple - missed connections","932b92bcd3c949530d2ec1a13cd2a7fa"
"pittsburgh","Male looking for a younger male friend 19 to 25 yrs.Looking for excitement?Maybe some bottom play! Hit me back and lets talk.I can only host.","2020-09-10","Older male looking for a younger male companion - missed connections","97a91cbecb167f17f994517159d1c98a"
"newyork","Would like to find someone (moms and grand moms get the most attention)who are looking for a mutual fun time.Attached male and looking for someone attached as well or whom doesn\u2019t mind, let\u2019s talk, hang and pleasure each other.Working from home and looking to travel.","2020-09-10","Curvy connection - missed connections","ef9ac78212f68671c305127219e04168"
"raleigh","Looking for one female friend I can see ongoing and help out some. Please be a non smoker. We can chat more by email.","2020-09-10","Will you be my female friend? - missed connections","a80f438de1b2d0e0941570e260f116b8"
"pittsburgh","Any moms need a little help with something? If so please send a message. Let's see if we can help each other out","2020-09-10","Any Moms Need Help? - missed connections","880e91c1b9723cd4b9c16710b4609ec8"
"newyork","Energetic, eager amateur model looking for help breaking into the industrylimited experience but having trouble catching big break or making the right connectionswilling to work hard, travel, network etcprevious experience includes swimwear/bikinis, gym/athletic attire. had done a couple of car shows pre-covid daysanyone looking to hire an energetic model, or works in talent agency/has connections, would love the chance to make my casethx so much","2020-09-10","F23 model struggling/looking for a break/intro - missed connections","57d0d025708ed486e10c8237505c0d56"
"newyork","Looking for my Male friend on south shore. We use to hang at your place awhile back. I was Male in late 40s at the time. Hope you see this.","2020-09-10","Male friend - missed connections","b9012bacfc8c36be75022facc2a98427"
